lon,lat
-73.95901,40.772041
-73.99115,40.734989
-73.9582,40.772513
-73.86281099999998,40.771985
-73.96613499999998,40.793964
0.0,0.0
-73.95652699999998,40.773075
-73.982186,40.755711
-74.00852999999998,40.718864
-74.003135,40.733228
-73.99763199999998,40.723225
-73.994093,40.732853
-73.987246,40.753984
-73.973223,40.764848
0.0,0.0
-74.001658,40.729464
-74.006422,40.74974
-73.87050499999998,40.773355
-73.986529,40.739847
-73.94968799999998,40.772512
-73.97320999999998,40.755571
-73.95707799999998,40.779987
-73.98867199999998,40.748402
-73.986822,40.776531
-73.972913,40.764448
-73.97878199999998,40.76576
-73.96701899999998,40.788714
-73.980513,40.73057
-73.96670399999998,40.794244
-73.955133,40.786079
-73.987978,40.754397
-74.004327,40.742328
-73.991501,40.744228
-73.863286,40.769781
-73.97393099999998,40.751338
-73.991878,40.722125
-73.983967,40.746526
-73.956615,40.771424
-73.97081699999998,40.758016
-73.96689499999998,40.76075
-73.991884,40.738425
-73.983547,40.766398
-73.96272,40.77539
-73.982149,40.771968
-73.991742,40.731283
-73.968523,40.764921
-73.968581,40.770139
-74.00752699999998,40.725999
-73.970811,40.783718
-74.00237199999998,40.745137
-73.991451,40.738475
-73.98976299999998,40.772471
-73.94477,40.787367
-73.97345799999998,40.761635
-73.984054,40.743348
-73.993637,40.74169
-73.989042,40.737322
-73.95299,40.771732
-73.96848099999998,40.75494
-73.994335,40.759078
-73.98433699999998,40.729134
-73.991955,40.735249
-73.98306499999998,40.767708
-73.981172,40.773581
-74.004638,40.747148
-73.96954499999998,40.759616
-73.97629899999998,40.756598
-73.983034,40.74463
0.0,0.0
-74.007779,40.73203
-74.008049,40.722889
-73.95506799999998,40.76422
-73.97467,40.741748
-74.00503299999998,40.746523
-73.97064899999998,40.7573
-73.98044799999998,40.755843
-73.986479,40.718145
0.0,0.0
-73.98950499999998,40.769642
-73.98234999999998,40.780794
-73.987493,40.738442
-73.939572,40.738582
-73.952808,40.78326
-73.962878,40.766532
-73.949867,40.776263
-73.975477,40.752848
-73.98071799999998,40.75091
-73.988044,40.769726
-74.00067799999998,40.742283
-73.969914,40.763513
-73.99196499999998,40.748942
-73.994738,40.723003
-74.005567,40.745777
-73.990424,40.718913
-73.97165099999998,40.75939
-73.991864,40.726275
-73.87282299999998,40.774087
-73.94386799999998,40.711366
-73.995355,40.744056
-73.991605,40.719583
0.0,0.0
-73.95380299999998,40.821936
-73.996836,40.752974
-73.990682,40.751099
-73.990637,40.723389
-73.98187699999998,40.758274
-73.948668,40.744351
-73.96847699999998,40.755193
-73.959531,40.768881
-73.96199699999998,40.75992
-73.952419,40.792408
-73.938787,40.804564
-73.97533199999998,40.754164
-73.94767899999998,40.775261
-73.95904299999998,40.780282
-73.99169399999998,40.731044
-73.99517899999998,40.739608
-74.009067,40.710372
-73.96994499999998,40.761705
-73.983784,40.742573
-73.97114899999998,40.757729
-73.980675,40.733986
-73.983152,40.776402
-73.98189399999998,40.778645
-73.961253,40.768856
-73.964804,40.771514
-73.973838,40.763088
-73.990717,40.734677
-73.958402,40.781344
-73.986419,40.755802
-73.97342299999998,40.755023
-73.95058299999998,40.775032
-73.971717,40.766213
-73.968801,40.799006
-73.973647,40.747428
-73.96987799999998,40.764353
-73.986057,40.726526
-73.970805,40.758144
-73.99000599999998,40.733921
0.0,0.0
-73.95348,40.809568
-73.991895,40.722074
-73.97704299999998,40.787824
-73.966791,40.756735
-74.00714,40.705113
-73.98541,40.757697
-73.997416,40.721536
-73.953125,40.782964
-73.987651,40.728761
-73.977815,40.737859
-73.96200799999998,40.764155
-73.99489199999998,40.723066
-73.958769,40.777787
-73.967988,40.802124
-74.007548,40.733986
-73.99590999999998,40.726638
-73.983136,40.753153
-73.945694,40.773847
-73.980692,40.733937
-73.98458499999998,40.728716
-73.95421,40.778885
-73.981556,40.778927
-73.97270799999998,40.75206
-73.97427999999998,40.742047
-74.006484,40.73271
-73.97214099999998,40.749942
-73.974382,40.783622
-73.999038,40.740039
-73.974828,40.759236
-73.98751,40.765495
-73.992073,40.749768
-73.96723199999998,40.803698
-73.975102,40.763617
-73.95579499999998,40.776603
-73.97865,40.756687
-73.959083,40.774328
-73.99042799999998,40.7582
-73.98041,40.765345
-73.98625699999998,40.75554
-73.987875,40.75011
-73.96147,40.771203
-73.987031,40.752831
-73.96074299999998,40.771763
-73.960963,40.772388
-73.982372,40.762275
-73.980907,40.737927
-73.986923,40.756375
-74.005773,40.745261
-73.971801,40.746206
-74.016063,40.705058
-73.97757199999998,40.743983
-74.001326,40.719283
-73.997612,40.756627
-73.863551,40.770122
-73.96920699999998,40.760875
-73.981931,40.768445
-73.983703,40.738974
-73.94854999999998,40.776778
-73.976256,40.762223
-73.994172,40.761485
-73.97086,40.751399
0.0,0.0
-73.98860399999998,40.764222
-73.95911499999998,40.780385
0.0,0.0
-73.9578,40.765662
-73.98542899999998,40.738409
-74.008151,40.7147
-73.952365,40.777259
-73.992177,40.724728
-73.966206,40.794756
-73.957952,40.72191
-74.00928399999998,40.713352
-73.98415199999998,40.754963
-73.98794599999998,40.740814
-73.98271599999998,40.730959
-74.00459499999998,40.706887
-74.00018699999998,40.732961
-73.983586,40.765927
-74.000309,40.742744
-73.98483,40.703104
-73.95214099999998,40.773141
-74.003262,40.735271
-73.874516,40.774027
-73.982675,40.768933
-74.00494399999998,40.707442
0.0,0.0
-74.00998,40.720945
-73.975711,40.754621
-73.97448699999998,40.742243
-73.985355,40.762751
-73.983169,40.74968
-73.949399,40.780907
-73.97386199999998,40.787166
-73.57022499999998,40.779776
-73.95851899999998,40.772618
-73.97338999999998,40.764018
-73.985421,40.746943
-73.988093,40.75874
-73.994247,40.725781
-73.99308399999998,40.72241
-73.965261,40.763493
-73.993027,40.746794
-73.982318,40.759039
-73.94564699999998,40.772243
-74.00023,40.731235
-73.944748,40.779241
-73.99617,40.763656
-73.98976299999998,40.734404
-73.95553099999998,40.826445
-73.990977,40.733864
-73.984026,40.746838
-73.97900099999998,40.752324
-74.003343,40.732532
-74.005859,40.705641
-73.965304,40.759962
0.0,0.0
-73.97208399999998,40.757013
-74.00981,40.721444
-73.97350799999998,40.752378
-73.983637,40.759513
-74.00488699999998,40.733407
-73.988635,40.748292
-73.99228599999998,40.742919
-74.00512399999998,40.741281
-73.987459,40.741239
-73.958088,40.784858
-73.985219,40.76345
-73.974874,40.752456
-74.012787,40.705984
-73.976184,40.75969
-73.980383,40.742735
-74.00552999999998,40.745931
-73.987531,40.740927
-73.950862,40.723917
-73.77679,40.645568
-73.98458599999998,40.727241
-73.973112,40.755824
-73.99213799999998,40.748874
-73.983164,40.765641
-73.98967,40.726104
-73.97851699999998,40.763421
-73.97463999999998,40.759829
-73.989599,40.752837
-73.97320999999998,40.761252
-73.98078499999998,40.74219
-73.99847099999998,40.760764
-73.974817,40.755498
-74.007,40.719558
-73.961906,40.71594
-73.98263799999998,40.731188
-73.86535,40.770852
-73.96344,40.766006
-73.969505,40.7571
-73.95340799999998,40.781596
-73.984527,40.767482
-73.954403,40.78829
-73.994062,40.73554
-73.97117799999998,40.755393
-73.990014,40.729592
-74.005684,40.726842
-73.993226,40.752092
-73.98577199999998,40.746311
-73.977562,40.75349
-74.000504,40.741568
-74.00457799999998,40.742408
-74.00084699999998,40.727365
-73.954147,40.763883
-73.992276,40.724967
-73.95471499999998,40.765609
-73.980261,40.767311
-74.015673,40.711009
-74.005205,40.748423
-73.964623,40.764543
-73.991617,40.726554
-73.98787299999998,40.770061
-73.99315,40.722428
-74.00495999999998,40.746681
-73.97782499999998,40.766732
-74.007339,40.743448
-73.996944,40.752685
-73.988844,40.693297
-74.006696,40.730602
-73.966515,40.760742
-74.00006399999998,40.730422
-73.96034,40.710316
-73.989367,40.741862
-73.959112,40.771924
-73.96812799999998,40.755212
-73.99020199999998,40.752418
-73.99359099999998,40.74175
-73.96948999999998,40.763515
-73.968957,40.762487
-73.98252999999998,40.77129
-73.99474399999998,40.69018
-73.967926,40.762887
-73.98498399999998,40.758387
-73.99213399999998,40.768146
-74.003307,40.733166
-73.961934,40.771099
-73.955138,40.768782
-73.994939,40.724851
-73.989213,40.746404
-73.983833,40.769638
-73.971509,40.758484
-73.974294,40.749536
-74.004767,40.742004
-73.99574,40.743193
-73.989236,40.747826
-73.95461799999998,40.787666
-73.989254,40.734065
-73.98014399999998,40.749136
-73.98476499999998,40.742727
-73.992169,40.74263
-74.00519099999998,40.720631
-73.967292,40.762972
-74.005306,40.722083
-73.983849,40.730202
-73.97516,40.760915
-73.87452899999998,40.77395
-73.984927,40.756416
-73.98473799999998,40.757952
-73.994579,40.741314
-73.965951,40.764819
-73.783365,40.648619
-73.967927,40.762132
-73.99608,40.731996
-73.980091,40.752938
-73.98453499999998,40.732253
-74.00835999999998,40.714125
-73.978875,40.752855
-73.970961,40.757151
-74.003451,40.753729
-73.986044,40.735886
-73.97342999999998,40.748818
-73.968604,40.767306
-74.005627,40.714787
-74.00669399999998,40.730255
-73.99068599999998,40.757466
-73.98541199999998,40.747112
-73.981903,40.762261
-73.981959,40.771248
-73.98419099999998,40.775382
-73.997873,40.746017
-73.98124099999998,40.765401
-74.001829,40.719472
-73.95697199999998,40.770736
-73.979684,40.766213
-73.975587,40.752112
-73.967043,40.772324
-73.99897699999998,40.72223
-73.980528,40.744737
-73.994584,40.761125
-73.973634,40.763604
-74.005018,40.746494
-73.987458,40.770459
-73.985416,40.735697
-73.953899,40.77867
-73.964736,40.760282
-73.980652,40.7428
-73.98822699999998,40.737808
0.0,0.0
-73.986525,40.743233
-74.00597899999998,40.74519
-73.99413,40.72248
-73.993431,40.721665
0.0,0.0
-73.990848,40.751004
-73.99929799999998,40.754451
-73.976737,40.76398
-73.968675,40.801598
-73.95982499999998,40.779472
-73.97628799999998,40.761789
-74.004256,40.747462
-73.988427,40.779228
-73.97801,40.753866
-73.979335,40.727542
-73.984992,40.741046
-73.98043099999998,40.770008
-73.97019199999998,40.759088
-74.001406,40.730877
-73.988308,40.733154
-73.99648399999998,40.737301
-73.98310999999998,40.722465
-73.964242,40.773187
-73.99505499999998,40.740037
-73.97728399999998,40.749406
-73.95821599999998,40.810737
-73.977681,40.753232
-73.988487,40.723416
-73.96983299999998,40.760442
-73.988476,40.743345
-73.985747,40.756343
-74.006658,40.733096
-73.979657,40.754915
-73.974081,40.759809
-73.999204,40.734278
-73.981296,40.737469
-73.977419,40.759909
-73.9312,40.649637
-74.003433,40.739293
-73.963417,40.761858
-73.989205,40.718781
-74.00993599999998,40.720629
-73.996121,40.740412
-73.98191099999998,40.762304
-73.976963,40.764069
-73.982095,40.756039
-73.97538799999998,40.789775
-73.96745699999998,40.763573
-73.987374,40.744703
-74.000978,40.731627
-73.982955,40.735042
-73.953888,40.767483
-73.968219,40.754702
-73.978448,40.7246
-73.99361299999998,40.741772
-73.975054,40.760205
-73.976695,40.765815
-73.974333,40.7613
-73.98972,40.739095
-73.984661,40.758544
-73.983137,40.757742
-73.99356799999998,40.747326
-73.992344,40.764018
-73.98061199999998,40.747588
-73.99681699999998,40.741974
-74.00687499999998,40.706468
-73.96245999999998,40.766581
-74.00331799999998,40.743973
-73.98644899999998,40.750751
-73.96288699999998,40.772695
0.0,0.0
-73.99102,40.717398
-73.97517999999998,40.75605
-73.97363199999998,40.752025
-73.987627,40.724505
-73.982821,40.742899
-73.99004499999998,40.752461
0.0,0.0
-73.982681,40.767547
-73.958437,40.772705
-73.975419,40.757988
-73.97423499999998,40.783922
-73.995327,40.727373
-73.96593,40.748552
-74.005335,40.728468
-73.78205,40.644582
-73.990998,40.73984
-73.99616399999998,40.722044
-74.00779799999998,40.725088
-73.975357,40.749362
-73.87081899999998,40.773855
-73.98549199999998,40.750277
-73.981825,40.740649
-74.00837199999998,40.714521
-73.970596,40.755275
-73.96794099999998,40.767897
-73.97373799999998,40.760225
-74.000409,40.728838
-73.96121999999998,40.714469
-73.994359,40.719809
-74.01505,40.714372
-73.962654,40.770652
-73.97475,40.742078
-73.983006,40.730716
-74.01319499999998,40.704092
-73.99664699999998,40.737324
-73.986315,40.730368
-73.985977,40.732813
-74.03468599999998,40.73795
-73.787873,40.644948
-74.00789399999998,40.711807
0.0,0.0
-74.00935599999998,40.703761
-73.97844,40.753467
-74.004209,40.74224
-73.964488,40.775658
-73.98720299999998,40.754937
-73.99029799999998,40.759232
-73.985225,40.744442
-74.00322199999998,40.732793
-73.983366,40.676879
-73.984143,40.746808
0.0,0.0
-73.96844299999998,40.758602
-73.977783,40.762121
-73.96173299999998,40.760776
-73.992135,40.719662
-73.948852,40.787611
-74.001254,40.726552
-73.968967,40.757482
-73.999162,40.754315
-74.01515899999998,40.71421
-73.987864,40.732379
-73.97595699999998,40.763688
0.0,0.0
-73.979882,40.783916
-73.981178,40.778954
-73.986377,40.76189
-73.96370299999998,40.795522
-73.980292,40.7658
-73.99775699999998,40.740857
-73.984228,40.773887
-74.004793,40.712559
0.0,0.0
-74.00612599999998,40.739771
-73.988247,40.759335
-73.863201,40.769216
-73.994701,40.75047
-73.96413099999998,40.773869
-73.994234,40.751078
-74.007622,40.70464
-73.97140899999998,40.761205
-73.984954,40.757144
-74.00002399999998,40.733178
-73.992379,40.738021
-73.973884,40.75315
-73.992796,40.741498
-74.008497,40.725978
-73.967206,40.756828
-73.977922,40.751531
-73.985742,40.752582
-73.971242,40.760725
-73.962823,40.808684
-73.98695399999998,40.756131
-73.96737799999998,40.763814
-74.006388,40.733473
-73.968417,40.764977
-73.99486899999998,40.725541
-73.97609699999998,40.759631
-73.986036,40.718016
-73.982797,40.741896
-73.991521,40.750428
-73.99749699999998,40.736857
-73.977631,40.757992
-73.97318,40.761222
-73.967213,40.767613
-74.00198,40.730062
-74.016233,40.71483
-74.002627,40.730343
-73.979777,40.78629
-73.874539,40.774117
-73.984913,40.727803
-73.988894,40.761489
-73.978744,40.752456
-73.92232699999998,40.743389
-74.0062,40.73082
-73.97468999999998,40.783115
-73.99230199999998,40.750716
-73.985507,40.741403
-73.98134,40.762845
-73.965698,40.754398
-73.966171,40.753793
-73.98362799999998,40.756141
-73.970737,40.755853
-73.987076,40.733458
-73.971452,40.758017
-73.993471,40.753871
-74.009574,40.709849
-73.98374599999998,40.761357
-73.950051,40.711094
-73.990415,40.756164
-74.006485,40.73958
-74.00707699999998,40.734981
-73.919585,40.755698
-73.967445,40.758668
-73.986649,40.725953
-73.87305,40.774136
-73.96745699999998,40.756533
-73.981847,40.772937
-73.973555,40.755298
-73.969216,40.798589
-73.98609999999998,40.726742
-73.864508,40.770088
-73.988601,40.762495
-73.986011,40.760605
-73.968472,40.801546
-73.98247399999998,40.775589
-73.992147,40.749124
-73.97028199999998,40.765502
-73.990179,40.732111
-73.98887499999998,40.757451
-73.97596799999998,40.759703
-73.99227299999998,40.748825
-73.98911699999998,40.748521
-73.864456,40.770643
-73.981756,40.775642
-73.97901899999998,40.784964
-73.967708,40.761147
-73.9859,40.767898
-74.00700899999998,40.751299
-74.012917,40.702173
-73.94874199999998,40.774867
-73.999386,40.726812
-73.99367599999998,40.741611
-73.977823,40.749232
-73.953575,40.790794
-73.977158,40.738669
-73.984648,40.774025
-73.984447,40.760395
-73.98197999999998,40.754921
-73.98213,40.748962
-73.957842,40.785348
-74.004007,40.747623
-73.96815499999998,40.762287
-73.978842,40.756121
-74.002374,40.739932
-73.957617,40.782608
-73.97381199999998,40.784233
-73.86295099999998,40.769464
-73.961196,40.765761
-73.994028,40.69091
-73.955211,40.782633
-73.983185,40.744822
-73.994417,40.73496
-73.977203,40.747693
-73.985833,40.74132
-73.99818899999998,40.740608
-73.970816,40.751936
-74.003961,40.721029
-73.98282,40.743609
-73.973966,40.757148
-74.005881,40.740264
-73.99191299999998,40.74865
-73.962935,40.774228
-73.957362,40.774292
-73.962754,40.761068
-73.99606799999998,40.753323
-73.963947,40.774222
-73.98558199999998,40.741608
-73.99634399999998,40.723958
-73.982107,40.772314
-73.985299,40.753851
-73.87103399999998,40.77376
-74.000472,40.742177
-73.979866,40.754759
-73.952432,40.772337
-73.940326,40.751271
-74.002291,40.714961
-73.97491999999998,40.750521
-73.97565,40.622356
-73.987744,40.718526
-73.994102,40.741014
-73.989525,40.73596
-73.980039,40.752416
-74.00727999999998,40.72746
-74.001271,40.736483
-73.99911899999998,40.72308
-73.995382,40.743857
-73.99831399999998,40.740565
-73.982017,40.728429
-73.99713,40.720001
-73.972786,40.793469
-73.993716,40.751787
-73.98780499999998,40.738342
-73.993027,40.746792
-73.998867,40.734895
-73.989596,40.726074
-74.007295,40.715783
-73.984223,40.746342
-73.973884,40.784303
-73.96362899999998,40.765577
-73.967247,40.756793
-73.973861,40.751411
-73.99242099999998,40.753424
-73.956675,40.767408
-73.97984099999998,40.745923
-74.00794,40.71145
-73.945234,40.807995
-73.950564,40.770136
-73.997315,40.725453
-73.995474,40.724847
-73.95913799999998,40.780545
-73.97534899999998,40.789937
-73.968097,40.762293
-74.005284,40.706949
-73.97788799999998,40.759098
-73.980354,40.746515
-74.00529,40.739941
-73.999217,40.717667
-73.983948,40.746883
-73.989514,40.726293
-73.98182199999998,40.757202
-73.97673899999998,40.749437
-73.987654,40.732547
-73.989711,40.735193
-73.983624,40.773704
-73.99057899999998,40.760854
-73.978556,40.783281
-73.95945,40.767431
-74.00735899999998,40.70686
-73.782177,40.644675
-73.98043199999998,40.7425
-74.00494899999998,40.746552
-73.96971399999998,40.753103
-73.96657999999998,40.773245
-73.994476,40.750858
-73.975407,40.74968
-73.983732,40.75582
-73.98558699999998,40.747055
-73.994647,40.740387
-74.015001,40.714553
-74.00844499999998,40.705318
-74.000575,40.742722
-73.98336899999998,40.778333
-73.970984,40.764295
-73.97436399999998,40.753689
-74.007423,40.706047
-73.97306,40.757898
-73.989474,40.737958
-73.9971,40.722172
-74.012618,40.716459
-73.974393,40.751203
-73.98885199999998,40.736547
-74.004114,40.742659
-73.987331,40.744929
-73.990797,40.756345
-73.980975,40.747327
-73.981207,40.774139
-73.991871,40.73117
-73.982038,40.750786
-73.97391,40.75482
-73.987341,40.740736
-74.00488699999998,40.740152
-73.956238,40.775667
-73.987322,40.764508
-73.98001499999998,40.743352
-73.98592399999998,40.741492
-73.995243,40.739765
-74.00215,40.745418
-73.955078,40.766005
-73.991015,40.755254
-73.983739,40.744011
-73.992501,40.736627
-73.97298,40.753007
-73.78018299999998,40.645574
-73.96022,40.769672
-73.97496099999998,40.790355
-73.978143,40.7513
-73.862969,40.769073
-74.008819,40.710325
-73.96933799999998,40.759398
-73.966087,40.767628
-73.987353,40.737707
-73.982871,40.761794
-73.978606,40.777603
-73.992733,40.755647
-73.944494,40.779446
-74.00784899999998,40.724774
-73.98532799999998,40.768754
-73.99566799999998,40.724729
-74.008188,40.723377
-73.99309599999998,40.727905
-73.96290299999998,40.774955
-73.99114799999998,40.730836
-73.981936,40.778354
-73.95479799999998,40.78372
-73.98244099999998,40.770975
-73.97695899999998,40.747785
-73.971312,40.760495
-73.989361,40.763382
-73.96435599999998,40.761394
-73.969728,40.757144
-73.970166,40.759716
-73.999256,40.733737
-73.970405,40.76469
-73.957858,40.771133
-73.97618199999998,40.776318
-73.984813,40.769434
-73.958962,40.771885
0.0,0.0
-73.98123099999998,40.741218
-73.97533799999998,40.765403
-73.96846999999998,40.754965
-73.99035,40.746124
-73.983333,40.732725
-74.010373,40.718705
-74.01327899999998,40.716761
-73.953845,40.766243
-74.013397,40.716357
-73.961015,40.764093
-73.969655,40.753565
-73.99339999999998,40.749812
-73.99280299999998,40.723851
-73.991468,40.744101
-74.010013,40.7205
-73.972161,40.759491
-74.01489599999998,40.716141
-73.96683799999998,40.764188
-73.999877,40.734613
-73.969237,40.7542
-73.97981199999998,40.722658
-73.979905,40.761043
-73.98276,40.747924
-73.967968,40.765094
-73.87188399999998,40.774269
0.0,0.0
-73.974675,40.760548
-74.008707,40.705979
-74.001878,40.740478
-74.001456,40.716194
-74.007754,40.739478
-73.984859,40.728381
-73.994292,40.751166
-73.97614799999998,40.755871
-73.97545599999998,40.756292
-74.005027,40.718674
-73.97481999999998,40.756139
-73.999274,40.723207
-73.980518,40.746827
-73.98394899999998,40.729447
-74.007827,40.704745
-74.004874,40.733346
-73.97272499999998,40.757203
-73.972721,40.761567
-73.984025,40.754797
-74.00623299999998,40.733078
-73.954561,40.778942
-73.976685,40.764128
-73.95605999999998,40.77205
-73.95587399999998,40.781953
-73.97408699999998,40.784023
-73.942727,40.71463
-73.976252,40.750371
-73.983243,40.744253
-73.96472099999998,40.755795
-73.98609,40.763998
-73.78147699999998,40.644928
-73.95355499999998,40.775174
-73.967978,40.76226
-74.001226,40.721236
-73.974655,40.778012
-73.997195,40.762537
-74.006518,40.751341
-73.97905699999998,40.753201
-74.002544,40.73349
-73.9786,40.741173
-73.971265,40.749774
-73.987342,40.736832
-73.976884,40.682229
-74.00406499999998,40.747449
-73.996995,40.741812
-73.985017,40.768595
-73.968777,40.750201
-73.986694,40.755172
-73.960108,40.78188
-73.987807,40.702603
-73.964776,40.775454
-73.97816899999998,40.7866
-73.98678099999998,40.73357
-73.98130899999998,40.749955
-73.98231599999998,40.768506
-73.971378,40.759405
-73.986046,40.762197
-73.991337,40.755687
-73.99755999999998,40.721974
-73.872828,40.77391
-73.874459,40.774044
-73.995367,40.744412
-73.989987,40.732792
-73.98907199999998,40.760285
-73.970004,40.764784
-73.993689,40.718274
-73.98506999999998,40.75929
-73.981263,40.737224
-73.78265,40.644502
-74.004332,40.734093
-73.99252699999998,40.759265
-73.95923399999998,40.767601
-73.985597,40.718131
-73.967347,40.756777
-73.974264,40.751228
-73.975933,40.76378
-73.865142,40.76974
-73.996189,40.748517
-73.98010999999998,40.74315
-74.00007999999998,40.718032
-73.96988299999998,40.763077
-74.007255,40.725848
-73.96476599999998,40.791576
-73.984716,40.754179
-73.979697,40.761975
-73.984235,40.720983
-74.00834,40.711897
-73.95520999999998,40.773145
-73.98419199999998,40.754978
-73.986576,40.748196
-73.988408,40.720066
-73.973951,40.752285
-73.988909,40.744947
-73.99721499999998,40.720488
-73.86274799999998,40.769097
-74.00788199999998,40.74271
-73.97839999999998,40.759682
-73.972808,40.753269
0.0,0.0
-73.989951,40.7334
-73.98667399999998,40.729905
-73.97489899999998,40.762637
-73.962259,40.776031
-73.983472,40.751285
-73.954137,40.766598
-74.006286,40.733655
-73.781782,40.644811
-73.992226,40.713961
-73.976326,40.751448
-73.955799,40.766322
-73.99249399999998,40.742892
-73.967342,40.757301
-73.992936,40.734222
-73.9816,40.738437
-74.003676,40.732254
-73.976533,40.781078
-73.991217,40.744957
-73.988219,40.723495
-74.00816,40.722078
-73.78979099999998,40.647006
-73.96308999999998,40.769202
-73.977546,40.753278
-74.005155,40.729755
-73.989525,40.735908
-73.979995,40.781368
-73.979252,40.75587
-73.998799,40.760998
-73.972205,40.74998
-73.988708,40.72264
-73.982877,40.756414
